stim1,stim2,same_category,same_obj,same_pos,stim1_category,stim2_category,stim1_obj,stim2_obj,stim1_pos,stim2_pos,stim1_fp,stim2_fp
76,79,1,1,0,7,7,2,2,5,7,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/05_future_rx+16.463_ry+102.069_rz+49.889_tx-00.166_ty-00.316_s+01.397_ba1bd5019208455f5d4a651fca3db3c6987ee6fa_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/05_future_rx-60.543_ry+62.709_rz+17.709_tx+00.504_ty-01.029_s+01.348_1f00bdd9e2d0caefc99716330feb8c7d750fcaa9_256x256.png
79,81,1,1,0,7,7,2,2,7,1,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/05_future_rx-60.543_ry+62.709_rz+17.709_tx+00.504_ty-01.029_s+01.348_1f00bdd9e2d0caefc99716330feb8c7d750fcaa9_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/05_future_rx+42.186_ry+46.683_rz+144.362_tx+00.225_ty+00.897_s+01.050_1dc24c43530afa3ca21470b68a79bdb784fcf61f_256x256.png
81,8,0,0,1,7,1,2,6,1,1,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/05_future_rx+42.186_ry+46.683_rz+144.362_tx+00.225_ty+00.897_s+01.050_1dc24c43530afa3ca21470b68a79bdb784fcf61f_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/blCow_rx-87.223_ry+31.170_rz+03.214_tx+00.542_ty+01.060_s+00.508_461e80d4a5c38f19d7c2c2b0e2976b0308d68203_256x256.png
8,38,0,0,1,1,3,6,3,1,1,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/blCow_rx-87.223_ry+31.170_rz+03.214_tx+00.542_ty+01.060_s+00.508_461e80d4a5c38f19d7c2c2b0e2976b0308d68203_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/astra_rx-12.168_ry+32.362_rz-06.838_tx+00.227_ty+00.437_s+00.944_ff3f20b489e78ee5d0db356052166caf801408fc_256x256.png
90,64,0,0,0,8,6,2,7,9,5,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/10_rx+48.667_ry-35.959_rz-64.416_tx-00.264_ty-01.095_s+00.911_314ca82cab5c62871f06597cb1974f044479064d_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation00_20110203/walnut_obj_rx-90.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_5fd906758f13731a000a056260c0c6fed4ff3786_256x256.png
64,66,1,1,0,6,6,7,7,5,8,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation00_20110203/walnut_obj_rx-90.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_5fd906758f13731a000a056260c0c6fed4ff3786_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/walnut_obj_rx-114.147_ry+11.222_rz-02.442_tx-00.138_ty-00.433_s+00.539_90f43e6676c08b5ee4d1aeefc18ab7aabb6a2281_256x256.png
66,72,1,0,0,6,6,7,4,8,1,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/walnut_obj_rx-114.147_ry+11.222_rz-02.442_tx-00.138_ty-00.433_s+00.539_90f43e6676c08b5ee4d1aeefc18ab7aabb6a2281_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/Pear_obj_rx-12.499_ry-33.133_rz+89.770_tx+00.314_ty+00.683_s+00.913_b9a8e415a2428e218a82032831d261df4dbef35d_256x256.png
72,71,1,1,0,6,6,4,4,1,7,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/Pear_obj_rx-12.499_ry-33.133_rz+89.770_tx+00.314_ty+00.683_s+00.913_b9a8e415a2428e218a82032831d261df4dbef35d_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/Pear_obj_rx-10.436_ry-35.276_rz+24.876_tx+00.339_ty-00.654_s+00.923_de16f946170424a46e578e311568760a184450ab_256x256.png
71,74,1,1,0,6,6,4,4,7,2,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/Pear_obj_rx-10.436_ry-35.276_rz+24.876_tx+00.339_ty-00.654_s+00.923_de16f946170424a46e578e311568760a184450ab_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/Pear_obj_rx-81.964_ry+16.581_rz+33.477_tx+00.054_ty+00.865_s+01.022_33898a7755705e482be4a27de9ec351f473e0798_256x256.png
93,57,0,0,0,8,5,2,4,2,3,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/10_rx-09.197_ry-56.441_rz+32.494_tx+00.094_ty+00.535_s+00.867_3f1fa086220d669b2f76c54368cc6855a5ceb91d_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/face0004_rx+13.892_ry-56.355_rz-33.547_tx-00.354_ty+00.980_s+00.942_c6294dfba6fa1f8ef93d0a55a9c690bf387bed38_256x256.png
57,6,0,0,1,5,1,4,2,3,3,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/face0004_rx+13.892_ry-56.355_rz-33.547_tx-00.354_ty+00.980_s+00.942_c6294dfba6fa1f8ef93d0a55a9c690bf387bed38_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/GORILLA_rx-52.420_ry-71.423_rz+02.138_tx-00.488_ty+01.131_s+00.955_477674f59a30d02366d0838fbaedbefbfcc44264_256x256.png
6,0,1,1,0,1,1,2,2,3,5,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/GORILLA_rx-52.420_ry-71.423_rz+02.138_tx-00.488_ty+01.131_s+00.955_477674f59a30d02366d0838fbaedbefbfcc44264_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/GORILLA_rx-16.470_ry-31.203_rz+22.955_tx-00.120_ty+00.252_s+00.896_3349857dbefd9f4194c68810f7b588194d093ce9_256x256.png
0,34,0,0,1,1,3,2,3,5,5,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/GORILLA_rx-16.470_ry-31.203_rz+22.955_tx-00.120_ty+00.252_s+00.896_3349857dbefd9f4194c68810f7b588194d093ce9_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/astra_rx-28.646_ry-02.606_rz+05.609_tx+00.042_ty-00.388_s+01.088_34eb36940d320c8e4b3d446bc366dc4620058c2a_256x256.png
34,35,1,1,0,3,3,3,3,5,3,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/astra_rx-28.646_ry-02.606_rz+05.609_tx+00.042_ty-00.388_s+01.088_34eb36940d320c8e4b3d446bc366dc4620058c2a_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/astra_rx-77.418_ry-08.359_rz+07.507_tx-00.278_ty+01.137_s+00.759_3eaa6f1fe020d5828184bcb88839891548d39c65_256x256.png
88,35,0,0,0,8,3,2,3,5,3,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation00_20110203/10_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_dad2b3a55bd2db206d63baf22ed9b7ca359c7761_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/astra_rx-77.418_ry-08.359_rz+07.507_tx-00.278_ty+01.137_s+00.759_3eaa6f1fe020d5828184bcb88839891548d39c65_256x256.png
35,65,0,0,1,3,6,3,7,3,3,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/astra_rx-77.418_ry-08.359_rz+07.507_tx-00.278_ty+01.137_s+00.759_3eaa6f1fe020d5828184bcb88839891548d39c65_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/walnut_obj_rx-179.950_ry+65.654_rz-41.538_tx-00.295_ty+01.081_s+00.850_79d9a2487f6a4d8c9b8cf02b2cba1c22663b9af4_256x256.png
65,70,1,0,0,6,6,7,4,3,5,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/walnut_obj_rx-179.950_ry+65.654_rz-41.538_tx-00.295_ty+01.081_s+00.850_79d9a2487f6a4d8c9b8cf02b2cba1c22663b9af4_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/Pear_obj_rx-96.296_ry+35.040_rz-43.470_tx+00.159_ty+00.274_s+00.724_5391973e069d6b6102856534f4d74a3b24536b43_256x256.png
70,72,1,1,0,6,6,4,4,5,1,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/Pear_obj_rx-96.296_ry+35.040_rz-43.470_tx+00.159_ty+00.274_s+00.724_5391973e069d6b6102856534f4d74a3b24536b43_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/Pear_obj_rx-12.499_ry-33.133_rz+89.770_tx+00.314_ty+00.683_s+00.913_b9a8e415a2428e218a82032831d261df4dbef35d_256x256.png
72,74,1,1,0,6,6,4,4,1,2,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/Pear_obj_rx-12.499_ry-33.133_rz+89.770_tx+00.314_ty+00.683_s+00.913_b9a8e415a2428e218a82032831d261df4dbef35d_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/Pear_obj_rx-81.964_ry+16.581_rz+33.477_tx+00.054_ty+00.865_s+01.022_33898a7755705e482be4a27de9ec351f473e0798_256x256.png
74,31,0,0,0,6,3,4,1,2,6,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/Pear_obj_rx-81.964_ry+16.581_rz+33.477_tx+00.054_ty+00.865_s+01.022_33898a7755705e482be4a27de9ec351f473e0798_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/Beetle_rx+26.111_ry+87.983_rz-04.800_tx-00.362_ty-00.346_s+00.820_1abc06de56081bf45b8db2ff9c814ad8425f1806_256x256.png
31,92,0,0,1,3,8,1,2,6,6,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/Beetle_rx+26.111_ry+87.983_rz-04.800_tx-00.362_ty-00.346_s+00.820_1abc06de56081bf45b8db2ff9c814ad8425f1806_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/10_rx+89.780_ry-55.981_rz+85.872_tx-00.474_ty-00.214_s+00.816_6f12c08aa0182fb9ebf9f4a2cb5583dca052fb92_256x256.png
92,85,0,0,1,8,7,2,1,6,6,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/10_rx+89.780_ry-55.981_rz+85.872_tx-00.474_ty-00.214_s+00.816_6f12c08aa0182fb9ebf9f4a2cb5583dca052fb92_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/01_Airliner_2jetEngines_rx+07.446_ry+142.996_rz+75.035_tx-00.376_ty+00.307_s+01.681_2a2f3aff2e634fdfa8936f8c7e97dc9875e39f93_256x256.png
85,95,0,0,1,7,8,1,7,6,6,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/01_Airliner_2jetEngines_rx+07.446_ry+142.996_rz+75.035_tx-00.376_ty+00.307_s+01.681_2a2f3aff2e634fdfa8936f8c7e97dc9875e39f93_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/38_rx-03.172_ry+18.082_rz+11.946_tx-00.258_ty-00.381_s+00.832_0c04a361705461916339257186311d8be9c7ba46_256x256.png
95,91,1,0,0,8,8,7,2,6,3,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/38_rx-03.172_ry+18.082_rz+11.946_tx-00.258_ty-00.381_s+00.832_0c04a361705461916339257186311d8be9c7ba46_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/10_rx-66.689_ry-48.817_rz+00.642_tx-00.289_ty+01.069_s+00.592_e538f8965d92b00222516d74e25b63d6c9ff56a1_256x256.png
1,9,1,0,0,1,1,2,6,4,6,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/GORILLA_rx-53.536_ry-74.023_rz+15.374_tx+00.477_ty-00.101_s+01.181_b7614205c80f163e49cccbce163593d13f3a6255_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/blCow_rx+56.650_ry-31.014_rz-11.315_tx-00.377_ty+00.143_s+01.039_28d9efc21ad8704088f8bfb06995c6ac08d3286e_256x256.png
9,95,0,0,1,1,8,6,7,6,6,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/blCow_rx+56.650_ry-31.014_rz-11.315_tx-00.377_ty+00.143_s+01.039_28d9efc21ad8704088f8bfb06995c6ac08d3286e_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/38_rx-03.172_ry+18.082_rz+11.946_tx-00.258_ty-00.381_s+00.832_0c04a361705461916339257186311d8be9c7ba46_256x256.png
95,96,1,1,0,8,8,7,7,6,9,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/38_rx-03.172_ry+18.082_rz+11.946_tx-00.258_ty-00.381_s+00.832_0c04a361705461916339257186311d8be9c7ba46_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/38_rx+61.765_ry-42.901_rz-17.900_tx-00.383_ty-00.910_s+00.792_143d6b27b4bc2c4ca83adcb732804b927f3122a6_256x256.png
96,89,1,0,0,8,8,7,2,9,8,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/38_rx+61.765_ry-42.901_rz-17.900_tx-00.383_ty-00.910_s+00.792_143d6b27b4bc2c4ca83adcb732804b927f3122a6_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/10_rx+85.854_ry-15.542_rz+51.134_tx+00.076_ty-00.811_s+00.513_53d9385523ac2f6c2a07443dac9c8095a4f0a118_256x256.png
89,25,0,0,1,8,2,2,2,8,8,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/10_rx+85.854_ry-15.542_rz+51.134_tx+00.076_ty-00.811_s+00.513_53d9385523ac2f6c2a07443dac9c8095a4f0a118_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/CGTG_L_rx+20.518_ry+36.224_rz+03.824_tx-00.160_ty-00.536_s+01.016_239eeb2c453058c64041976909d4d3b609d03685_256x256.png
95,74,0,0,0,8,6,7,4,6,2,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/38_rx-03.172_ry+18.082_rz+11.946_tx-00.258_ty-00.381_s+00.832_0c04a361705461916339257186311d8be9c7ba46_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/Pear_obj_rx-81.964_ry+16.581_rz+33.477_tx+00.054_ty+00.865_s+01.022_33898a7755705e482be4a27de9ec351f473e0798_256x256.png
74,61,0,0,1,6,5,4,1,2,2,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/Pear_obj_rx-81.964_ry+16.581_rz+33.477_tx+00.054_ty+00.865_s+01.022_33898a7755705e482be4a27de9ec351f473e0798_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/face0001_rx+25.294_ry-44.732_rz+27.472_tx-00.179_ty+00.516_s+00.781_6098192529b27e355fca53d7dba1a69803a30773_256x256.png
61,44,0,0,1,5,4,1,7,2,2,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/face0001_rx+25.294_ry-44.732_rz+27.472_tx-00.179_ty+00.516_s+00.781_6098192529b27e355fca53d7dba1a69803a30773_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/031_rx-11.571_ry+12.575_rz+35.910_tx+00.038_ty+00.452_s+00.666_3ae0cba4a53088c32be968960a80062d47231b45_256x256.png
44,41,1,1,0,4,4,7,7,2,6,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/031_rx-11.571_ry+12.575_rz+35.910_tx+00.038_ty+00.452_s+00.666_3ae0cba4a53088c32be968960a80062d47231b45_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/031_rx+39.168_ry+64.686_rz-13.439_tx-00.599_ty+00.222_s+00.716_21aecb18b64c47d33c714073000096a3490674c4_256x256.png
41,43,1,1,0,4,4,7,7,6,9,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/031_rx+39.168_ry+64.686_rz-13.439_tx-00.599_ty+00.222_s+00.716_21aecb18b64c47d33c714073000096a3490674c4_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/031_rx+84.149_ry+34.221_rz+36.853_tx-00.424_ty-00.634_s+01.030_0d944a5c935dbb8a926303060563f571bd96d13d_256x256.png
76,26,0,0,0,7,2,2,2,5,2,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/05_future_rx+16.463_ry+102.069_rz+49.889_tx-00.166_ty-00.316_s+01.397_ba1bd5019208455f5d4a651fca3db3c6987ee6fa_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/CGTG_L_rx-23.819_ry+27.301_rz+33.099_tx+00.114_ty+00.402_s+01.050_e1089275f5cc104f982f7839ab5ed4c4a97c77f8_256x256.png
26,80,0,0,1,2,7,2,2,2,2,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/CGTG_L_rx-23.819_ry+27.301_rz+33.099_tx+00.114_ty+00.402_s+01.050_e1089275f5cc104f982f7839ab5ed4c4a97c77f8_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/05_future_rx+70.542_ry+138.504_rz+105.988_tx+00.126_ty+00.657_s+01.560_ce56947cdc2d9a42e498addc1c5930506d1d7dab_256x256.png
80,12,0,0,1,7,1,2,6,2,2,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/05_future_rx+70.542_ry+138.504_rz+105.988_tx+00.126_ty+00.657_s+01.560_ce56947cdc2d9a42e498addc1c5930506d1d7dab_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/blCow_rx+19.838_ry-15.230_rz-28.661_tx+00.169_ty+00.417_s+00.686_36ad8befabc96d72768a99f3148b0961d73a313a_256x256.png
12,8,1,1,0,1,1,6,6,2,1,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/blCow_rx+19.838_ry-15.230_rz-28.661_tx+00.169_ty+00.417_s+00.686_36ad8befabc96d72768a99f3148b0961d73a313a_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/blCow_rx-87.223_ry+31.170_rz+03.214_tx+00.542_ty+01.060_s+00.508_461e80d4a5c38f19d7c2c2b0e2976b0308d68203_256x256.png
8,9,1,1,0,1,1,6,6,1,6,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/blCow_rx-87.223_ry+31.170_rz+03.214_tx+00.542_ty+01.060_s+00.508_461e80d4a5c38f19d7c2c2b0e2976b0308d68203_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/blCow_rx+56.650_ry-31.014_rz-11.315_tx-00.377_ty+00.143_s+01.039_28d9efc21ad8704088f8bfb06995c6ac08d3286e_256x256.png
84,16,0,0,0,7,2,1,8,9,7,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/01_Airliner_2jetEngines_rx+09.575_ry+87.212_rz+54.229_tx-00.277_ty-00.488_s+01.446_e2434f44be808df37a645952d707bafec43e1385_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/support_rx+41.369_ry+131.615_rz-71.490_tx+00.598_ty-00.950_s+01.874_64d1db24ae2fc94ac26101da6bb89e6b7ca7c05d_256x256.png
16,14,1,1,0,2,2,8,8,7,5,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/support_rx+41.369_ry+131.615_rz-71.490_tx+00.598_ty-00.950_s+01.874_64d1db24ae2fc94ac26101da6bb89e6b7ca7c05d_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation00_20110203/support_rx+00.000_ry+90.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_333ffaa8f1ed166ae3423fec9eae3d1a3a1af56f_256x256.png
14,15,1,1,0,2,2,8,8,5,1,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation00_20110203/support_rx+00.000_ry+90.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_333ffaa8f1ed166ae3423fec9eae3d1a3a1af56f_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/support_rx+13.619_ry+167.390_rz+07.504_tx+00.453_ty+00.996_s+01.731_683110e3e453817e6bee7e604b25f200f3c67e5e_256x256.png
15,16,1,1,0,2,2,8,8,1,7,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/support_rx+13.619_ry+167.390_rz+07.504_tx+00.453_ty+00.996_s+01.731_683110e3e453817e6bee7e604b25f200f3c67e5e_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/support_rx+41.369_ry+131.615_rz-71.490_tx+00.598_ty-00.950_s+01.874_64d1db24ae2fc94ac26101da6bb89e6b7ca7c05d_256x256.png
16,27,1,0,1,2,2,8,2,7,7,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/support_rx+41.369_ry+131.615_rz-71.490_tx+00.598_ty-00.950_s+01.874_64d1db24ae2fc94ac26101da6bb89e6b7ca7c05d_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/CGTG_L_rx+15.855_ry+44.991_rz-61.163_tx+00.512_ty-00.910_s+01.094_70296c9099b444abf8e38312a778d719b3c74788_256x256.png
90,91,1,1,0,8,8,2,2,9,3,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/10_rx+48.667_ry-35.959_rz-64.416_tx-00.264_ty-01.095_s+00.911_314ca82cab5c62871f06597cb1974f044479064d_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/10_rx-66.689_ry-48.817_rz+00.642_tx-00.289_ty+01.069_s+00.592_e538f8965d92b00222516d74e25b63d6c9ff56a1_256x256.png
91,57,0,0,1,8,5,2,4,3,3,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/10_rx-66.689_ry-48.817_rz+00.642_tx-00.289_ty+01.069_s+00.592_e538f8965d92b00222516d74e25b63d6c9ff56a1_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/face0004_rx+13.892_ry-56.355_rz-33.547_tx-00.354_ty+00.980_s+00.942_c6294dfba6fa1f8ef93d0a55a9c690bf387bed38_256x256.png
57,56,1,1,0,5,5,4,4,3,1,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/face0004_rx+13.892_ry-56.355_rz-33.547_tx-00.354_ty+00.980_s+00.942_c6294dfba6fa1f8ef93d0a55a9c690bf387bed38_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/face0004_rx-34.062_ry-21.869_rz-17.746_tx+00.313_ty+01.064_s+01.110_d433bb0fa708ba13434b409b50afc77dc4802fb8_256x256.png
56,52,1,1,0,5,5,4,4,1,5,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/face0004_rx-34.062_ry-21.869_rz-17.746_tx+00.313_ty+01.064_s+01.110_d433bb0fa708ba13434b409b50afc77dc4802fb8_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation00_20110203/face0004_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.800_55ed1a15b191930ab18c20db9140305097cbc503_256x256.png
52,55,1,1,0,5,5,4,4,5,6,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation00_20110203/face0004_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.800_55ed1a15b191930ab18c20db9140305097cbc503_256x256.png,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/face0004_rx-69.400_ry-63.474_rz+01.224_tx-00.360_ty+00.178_s+01.186_c28e2ccd0c476e2f36ab9541e163e311306e979e_256x256.png
